name,street,zip_code,city
diako nordfriesland ggmbh (tagesklinik niebüll),bahnhofstraße 24a,25899,niebüll
vitos klinik hofheim standort höchst/odenwald,erbacher str. 84-86,64739,höchst
vitos kinder- und jugendpsychiatrische tagesklinik limburg,saarlandstr. 2,65549,limburg
tagesklinik pionierstraße,pionierstr. 19,50735,koeln
vitos klinik hofheim standort dietzenbach,offenbacherstr. 19,63128,dietzenbach
kbo-inn-salzach-klinikum altötting,vinzenz-von-paul-straße 8,84503,altötting
vitos psychiatrische tagesklinik weilburg der vitos klinik für psychiatrie und psychotherapie weil-lahn,frankfurter str. 21,35781,weilburg
heinrich sengelmann tagesklinik bargteheide,mittelweg 5-7,22941,bargteheide
kbo-isar-amper-kinikum taufkirchen pychiatrische tagklinik freising,gute änger 13,85356,freising
vitos klinikum heppenheim standort lampertheim,emilienstrasse 5,68623,lampertheim
"kbo-heckscher-klinikum ggmbh, abteilung ingolstadt",münchner straße 135,85051,ingolstadt
asklepios klinikum harburg - osdorf,kroonhorst 11,22549,hamburg
vitos kinder- und jugendpsychiatrische tagesklinik und ambulanz oberursel,obere zeil 2,61440,oberursel
"bezirksklinikum obermain - tagesklinik für psychiatrie, psychotherapie und psychosomatik in kronach",friesener str. 49,96317,kronach
heinrich sengelmann tagesklinik reinbek,kinauweg 9,21465,reinbek
"kbo-heckscher-klinikum ggmbh, abteilung landsberg am lech",bgm.-dr.-hartmann-straße 50,86899,landsberg
"tagesklinik und institutsambulanz für kinder- und jugendpsychiatrie, psychotherapie und psychosomatik im donauisar klinikum deggendorf",perlasberger str. 41,94469,deggendorf
"vitos klinikum rheingau, vitos kinder-und jugendpsychiatrische tagesklinik und ambulanz kelkheim",frankfurter straße 63,65779,kelkheim
"tagesklinik und institutsambulanz für kinder- und jugendpsychiatrie, psychotherapie und psychosomatik im bezirkskrankenhaus passau",wörthstraße 5,94032,passau
vitos klinikum heppenheim standort bensheim,hauptstrasse 87,64625,bensheim
lwl klinik marl-sinsen tagesklinik recklinghausen,herner straße 22,45657,recklinghausen
algesiologikum tagesklinik für schmerzmedizin,hessstr. 22,80799,münchen
lwl klinik marl-sinsen tagesklinik coesfeld,dülmener straße 21-23,48653,coesfeld
lwl klinik marl-sinsen tagesklinik borken,bocholter straße 5,46325,borken
"bezirksklinikum obermain - tagesklinik für psychiatrie, psychotherapie und psychosomatik in coburg",gustav-hirschfeld-ring 9,96450,coburg
gesundheitszentrum bitterfeld/wolfen ggmbh,robert-koch-str. 4,06776,bitterfeld-wolfen
lwl klinik marl-sinsen tagesklinik gronau,bentheimer straße 20,48599,gronau
kbo-inn-salzach-klinikum ebersberg,von-scala-straße 1,85560,ebersberg
bezirkskrankenhaus bayreuth - tagesklinik für kinder- und jugendpsychiatrie und -psychotherapie in hof,eppenreuther str. 9a,95032,hof
bezirkskrankenhaus bayreuth - tagesklinik für kinder- und jugendpsychiatrie und -psychotherapie in coburg,hinterer glockenberg 25c,96450,coburg
kbo-inn-salzach-klinikum rosenheim,freiherr-vom-stein-straße 2,83022,rosenheim
bezirkskrankenhaus bayreuth - tagesklinik für kinder- und jugendpsychiatrie und -psychotherapie in bamberg,buger str. 80,96049,bamberg
"psychiatrische tagesklinik wuppertal - elberfeld, hofkamp 31 - 35",hofkamp 31 - 35,42103,wuppertal
lwl klinik marl-sinsen tagesklinik bottrop,josef-albers-straße 72,46236,bottrop
universitätsmedizin greifswald - tagesklinik psychiatrie,ellernholzstraße 1-2,17489,greifswald
gerontopsychiatrische tagesklinik wuppertal hofaue 52,hofaue 52,42103,wuppertal
psychiatrische tagesklinik wuppertal hofaue 52/wesendonkstr.7,remscheider str. 76,42899,remscheid
suchttagesklinik ulm,wilhelmstraße 22,89073,ulm
tagesklinik für psychiatrie und psychosomatik,lindenstraße 1-3,25746,heide
psychiatrische tagesklinik remscheid,konrad - adenauer - str. 2 - 4,42853,remscheid
heinrich sengelmann tagesklinik uhlenhosrt,winterhuder weg 29-31,22085,hamburg
tagesklinik für psychiatrtie und psychotherapie für erwachsene schwedt/oder,bahnhofstraße 28,16303,schwedt
zfp südwürttemberg weissenau,weingartshofer straße 2,88214,ravensburg
tk ravensburg,nikolausstraße 14,88212,ravensburg
zfp südwürttemberg weissenau,weingartshofer straße 2,88214,ravensburg
lwl-klinik lippstadt/tagesklinik psychiatrie lippstadt,am nordbahnhof 15,59556,lippstadt
lwl-klinik lippstadt/tagesklinik psychiatrie soest,widumgasse 3,59494,soest
sk gmbh-psychosomatische tagesklinik,kurhausstraße 77,23795,bad
"psychiatrische tagesklinik wuppertal - barmen, märkische str. 8",märkische  str. 8,42281,wuppertal
krankenhaus spremberg tagesklinik spremberg,wendenstraße 1,03130,spremberg
tagesklinik biberach,mühlweg 7,88400,biberach
tagesklinik ehingen,spitalstraße 31/2,89584,ehingen
"tagesklinik für psychiatrie, psychotherapie und psychosomatik ""bernstein""",bahnhofstraße 7,16321,bernau
krankenhaus spremberg tagesklinik guben,am gehege 1a,03172,guben
"tagesklinik für psychiatrie, psychotherapie und psychosomatik bad freienwalde",wriezener straße 37,16259,bad
tagesklinik für psychiatrie und psychotherapie für erwachsene templin,robert-koch-straße 24,17268,templin
"abteilung für kinder- und jugendpsychiatrie, psychosomatik und psychotherapie der herz-jesu-krankenhaus fulda ggmbh",am weinberg 19,36251,bad
tagesklinik für psychiatrie und psychotherapie für erwachsene prenzlau,freyschmidtstraße 20a,17291,prenzlau
tagesklinik riedlingen,zwiefalter straße 56b,88499,riedlingen
"familientagesklinik ""koralle"" mit familientherapeutischer ambulanz bernau",hussitenstraße 4,16321,bernau
lwl klinik marl-sinsen tagesklinik herne,ludwigstraße 14,44649,herne
tagesklinik wangen,am engelberg 39,88329,wangen
"tagesklinik für kinder- und jugendpsychiatrie und -psychotherapie aulendorf (im gebäude der schussentalklinik, hintereingang zum park)",safranmoosstraße 5,88326,aulendorf
psychiatrische institutsambulanz kinder und jugendpsychiatrie in der arberlandklinik zwiesel,arberlandstraße 5,94227,zwiesel
tagesklinik und pia für kinder und jugendliche prenzlau,freyschmidtstraße 20,17291,prenzlau
vitos psychiatrische tagesklinik martinshof,liebigstraße 20,35392,gießen
